user_id,email,full_name,plan,events_total,had_return_visit,is_premium,churn_probability,churn_risk,last_event_at
41,user41@test.com,Test User 41,free,36,1,0,0.09496013,Low,2026-06-16 17:05:57.123290+00:00
6,john@test.com,John D'souza,free,1,0,0,0.07860613,Low,2026-06-12 04:11:43.807495+00:00
13,amarnathskanaki@gmail.com,amar,free,1,0,0,0.07860613,Low,2026-06-21 10:45:17.973188+00:00
9,aisha@test.com,Aisha Malik,free,1,0,0,0.07860613,Low,2026-06-18 04:11:43.807495+00:00
49,user49@test.com,Test User 49,premium,4,1,1,0.06783139,Low,2026-06-12 08:45:14.009654+00:00
11,testuser@example.com,Test User,free,3,0,0,0.06368324,Low,2026-06-21 05:06:21.028301+00:00
7,meena@test.com,Meena Iyer,free,3,0,0,0.06368324,Low,2026-06-15 04:15:43.807495+00:00
61,user61@test.com,Test User 61,free,3,0,0,0.06368324,Low,2026-06-20 00:32:23.916077+00:00
67,user67@test.com,Test User 67,free,3,0,0,0.06368324,Low,2026-06-15 18:07:09.110531+00:00
66,user66@test.com,Test User 66,free,3,0,0,0.06368324,Low,2026-06-11 08:28:12.722317+00:00
46,user46@test.com,Test User 46,free,4,1,0,0.061788313,Low,2026-06-17 12:03:04.964556+00:00
63,user63@test.com,Test User 63,premium,3,0,1,0.06043734,Low,2026-06-12 11:46:04.204751+00:00
21,user21@test.com,Test User 21,premium,36,1,1,0.05496717,Low,2026-06-15 03:08:49.975006+00:00
27,user27@test.com,Test User 27,free,36,1,0,0.05188066,Low,2026-06-16 18:51:53.130785+00:00
37,user37@test.com,Test User 37,free,36,1,0,0.050922506,Low,2026-06-14 05:08:11.089311+00:00
32,user32@test.com,Test User 32,free,36,1,0,0.050922506,Low,2026-06-19 02:06:31.119795+00:00
28,user28@test.com,Test User 28,premium,36,1,1,0.050922506,Low,2026-06-18 04:44:45.932361+00:00
17,user17@test.com,Test User 17,free,36,1,0,0.050922506,Low,2026-06-13 04:41:15.925896+00:00
25,user25@test.com,Test User 25,free,36,1,0,0.050922506,Low,2026-06-14 22:00:57.935754+00:00
16,user16@test.com,Test User 16,free,36,1,0,0.050922506,Low,2026-06-20 14:05:55.074991+00:00
26,user26@test.com,Test User 26,free,36,1,0,0.050922506,Low,2026-06-18 19:34:19.086222+00:00
36,user36@test.com,Test User 36,free,36,1,0,0.050922506,Low,2026-06-13 10:38:29.623185+00:00
2,amit@test.com,Amit Patel,free,8,1,0,0.047526497,Low,2026-06-08 04:11:43.807495+00:00
14,user14@test.com,Test User 14,premium,36,1,1,0.04186571,Low,2026-06-11 22:28:42.304983+00:00
30,user30@test.com,Test User 30,free,36,1,0,0.03840387,Low,2026-06-17 04:49:22.656399+00:00
19,user19@test.com,Test User 19,free,36,1,0,0.02479988,Low,2026-06-13 05:37:16.098875+00:00
10,dev@test.com,Dev Bose,free,2,0,0,0.01662589,Low,2026-06-19 04:14:43.807495+00:00
5,priya@test.com,Priya Nair,free,2,0,0,0.01662589,Low,2026-06-10 04:16:43.807495+00:00
39,user39@test.com,Test User 39,free,36,1,0,0.01496088,Low,2026-06-15 12:06:03.031457+00:00
58,user58@test.com,Test User 58,free,4,1,0,0.014200835,Low,2026-06-21 11:48:45.815955+00:00
54,user54@test.com,Test User 54,free,4,1,0,0.014200835,Low,2026-07-01 05:33:37.638536+00:00
18,user18@test.com,Test User 18,free,36,1,0,0.013816971,Low,2026-06-18 13:54:39.099613+00:00
31,user31@test.com,Test User 31,free,36,1,0,0.013816971,Low,2026-06-16 19:37:58.352279+00:00
35,user35@test.com,Test User 35,premium,36,1,1,0.013816971,Low,2026-06-20 22:45:04.478875+00:00
43,user43@test.com,Test User 43,free,36,1,0,0.013816971,Low,2026-06-20 12:27:03.704946+00:00
20,user20@test.com,Test User 20,free,36,1,0,0.013816971,Low,2026-06-12 01:40:40.180391+00:00
38,user38@test.com,Test User 38,free,36,1,0,0.013816971,Low,2026-06-19 01:36:29.180308+00:00
8,carlos@test.com,Carlos Lima,premium,5,0,1,0.012925109,Low,2026-06-17 04:18:43.807495+00:00
4,ravi@test.com,Ravi Menon,premium,16,1,1,0.012925109,Low,2026-06-15 04:12:43.807495+00:00
12,diksha@gmail.com,Diksha,free,8,0,0,0.011934973,Low,2026-06-21 10:44:12.102050+00:00
29,user29@test.com,Test User 29,free,36,1,0,0.008505418,Low,2026-06-14 23:51:06.942197+00:00
24,user24@test.com,Test User 24,free,36,1,0,0.008505418,Low,2026-06-11 15:03:29.523504+00:00
33,user33@test.com,Test User 33,free,36,1,0,0.008505418,Low,2026-06-14 23:22:48.778644+00:00
42,user42@test.com,Test User 42,premium,36,1,1,0.008505418,Low,2026-06-19 23:04:28.536817+00:00
23,user23@test.com,Test User 23,free,36,1,0,0.008204647,Low,2026-06-19 18:14:38.242921+00:00
34,user34@test.com,Test User 34,free,36,1,0,0.008204647,Low,2026-06-16 06:34:11.357503+00:00
15,user15@test.com,Test User 15,free,36,1,0,0.008204647,Low,2026-06-19 22:02:47.594776+00:00
22,user22@test.com,Test User 22,free,36,1,0,0.008204647,Low,2026-06-17 21:59:28.428204+00:00
40,user40@test.com,Test User 40,free,36,1,0,0.008204647,Low,2026-06-15 16:35:22.645793+00:00
