user_id,email,full_name,plan,events_total,had_return_visit,is_premium,churn_probability,churn_risk,last_event_at
101,user101@test.com,Test User 101,free,1,0,0,0.94526213,High,2026-06-28 18:42:51.963562+00:00
56,user56@test.com,Test User 56,premium,4,1,1,0.94501406,High,2026-05-26 07:28:24.386847+00:00
57,user57@test.com,Test User 57,free,4,1,0,0.93916285,High,2026-06-14 05:25:07.140257+00:00
78,user78@test.com,Test User 78,free,2,0,0,0.9388597,High,2026-06-14 10:18:16.591680+00:00
86,user86@test.com,Test User 86,free,2,0,0,0.9388597,High,2026-06-16 15:44:05.224264+00:00
44,user44@test.com,Test User 44,free,4,1,0,0.9296005,High,2026-06-09 20:04:59.010650+00:00
54,user54@test.com,Test User 54,free,4,1,0,0.9296005,High,2026-05-27 04:43:00.772636+00:00
84,user84@test.com,Test User 84,premium,2,0,1,0.9219109,High,2026-05-16 10:31:24.108362+00:00
49,user49@test.com,Test User 49,premium,4,1,1,0.91163635,High,2026-06-21 19:21:09.232095+00:00
73,user73@test.com,Test User 73,free,3,0,0,0.9106819,High,2026-06-03 17:51:10.822545+00:00
93,user93@test.com,Test User 93,free,1,0,0,0.91064364,High,2026-06-22 11:47:43.163852+00:00
94,user94@test.com,Test User 94,free,1,0,0,0.9028299,High,2026-06-11 21:59:42.002709+00:00
92,user92@test.com,Test User 92,free,1,0,0,0.9028299,High,2026-06-11 01:40:23.436841+00:00
99,user99@test.com,Test User 99,free,1,0,0,0.9020158,High,2026-06-18 20:30:41.442171+00:00
96,user96@test.com,Test User 96,free,1,0,0,0.9020158,High,2026-06-18 13:59:15.794066+00:00
61,user61@test.com,Test User 61,free,3,0,0,0.8785292,High,2026-06-23 14:49:19.747967+00:00
91,user91@test.com,Test User 91,premium,1,0,1,0.841174,High,2026-06-17 08:43:41.776588+00:00
95,user95@test.com,Test User 95,free,1,0,0,0.8348081,High,2026-06-15 05:03:18.439312+00:00
3,sara@test.com,Sara Khan,free,1,0,0,0.8231486,High,2026-06-19 14:32:13.275530+00:00
53,user53@test.com,Test User 53,free,4,1,0,0.7968154,High,2026-06-16 06:34:36.604818+00:00
46,user46@test.com,Test User 46,free,4,1,0,0.7968154,High,2026-06-18 15:33:46.226704+00:00
70,user70@test.com,Test User 70,premium,3,0,1,0.7632068,High,2026-06-26 17:19:19.475103+00:00
74,user74@test.com,Test User 74,free,2,0,0,0.7623972,High,2026-06-09 09:08:25.556880+00:00
89,user89@test.com,Test User 89,free,1,0,0,0.73372823,High,2026-06-20 14:31:38.290232+00:00
90,user90@test.com,Test User 90,free,1,0,0,0.65795594,Medium,2026-07-09 15:41:51.006115+00:00
1,neha@test.com,Neha Sharma,premium,27,1,1,0.6430153,Medium,2026-06-19 14:35:13.275530+00:00
88,user88@test.com,Test User 88,free,2,0,0,0.47954544,Medium,2026-07-05 09:01:39.336210+00:00
79,user79@test.com,Test User 79,free,2,0,0,0.47954544,Medium,2026-06-06 03:56:11.587048+00:00
97,user97@test.com,Test User 97,free,1,0,0,0.445822,Medium,2026-06-04 10:45:25.700061+00:00
100,user100@test.com,Test User 100,free,1,0,0,0.445822,Medium,2026-07-04 19:20:39.271980+00:00
85,user85@test.com,Test User 85,free,2,0,0,0.31773132,Low,2026-07-02 07:12:51.523050+00:00
75,user75@test.com,Test User 75,free,2,0,0,0.31773132,Low,2026-07-02 05:43:27.863595+00:00
51,user51@test.com,Test User 51,free,4,1,0,0.26561335,Low,2026-06-29 12:12:50.315386+00:00
52,user52@test.com,Test User 52,free,4,1,0,0.16109113,Low,2026-07-03 12:55:37.964418+00:00
59,user59@test.com,Test User 59,free,3,0,0,0.119850025,Low,2026-07-05 03:22:04.432312+00:00
10,dev@test.com,Dev Bose,free,2,0,0,0.105542086,Low,2026-07-08 14:35:13.275530+00:00
7,meena@test.com,Meena Iyer,free,3,0,0,0.08266561,Low,2026-07-04 14:36:13.275530+00:00
9,aisha@test.com,Aisha Malik,free,1,0,0,0.0802969,Low,2026-07-07 14:32:13.275530+00:00
6,john@test.com,John D'souza,free,1,0,0,0.0802969,Low,2026-07-01 14:32:13.275530+00:00
2,amit@test.com,Amit Patel,free,8,1,0,0.07556239,Low,2026-06-27 14:32:13.275530+00:00
5,priya@test.com,Priya Nair,free,2,0,0,0.07555884,Low,2026-06-29 14:37:13.275530+00:00
12,nehaakanaki02@gmail.com,Neha Kanaki,free,2,0,0,0.073098056,Low,2026-07-10 10:56:04.023839+00:00
13,neha@gmail.com,Neha Kanaki,free,2,0,0,0.06902408,Low,2026-07-10 13:50:57.528891+00:00
48,user48@test.com,Test User 48,free,4,1,0,0.05439565,Low,2026-07-05 18:22:44.373846+00:00
42,user42@test.com,Test User 42,premium,36,1,1,0.05184883,Low,2026-07-09 03:53:11.136146+00:00
35,user35@test.com,Test User 35,premium,36,1,1,0.04754223,Low,2026-07-02 20:32:05.714333+00:00
14,user14@test.com,Test User 14,premium,36,1,1,0.0440922,Low,2026-07-08 08:30:04.718911+00:00
28,user28@test.com,Test User 28,premium,36,1,1,0.0440922,Low,2026-07-09 15:44:39.645152+00:00
43,user43@test.com,Test User 43,free,36,1,0,0.040432688,Low,2026-07-02 15:53:16.624167+00:00
38,user38@test.com,Test User 38,free,36,1,0,0.040320653,Low,2026-07-06 23:19:55.630395+00:00
15,user15@test.com,Test User 15,free,36,1,0,0.03444643,Low,2026-07-07 06:37:45.064900+00:00
31,user31@test.com,Test User 31,free,36,1,0,0.03444643,Low,2026-07-03 21:13:22.085975+00:00
20,user20@test.com,Test User 20,free,36,1,0,0.03444643,Low,2026-07-02 17:40:11.038019+00:00
16,user16@test.com,Test User 16,free,36,1,0,0.03444643,Low,2026-07-02 05:36:37.059113+00:00
27,user27@test.com,Test User 27,free,36,1,0,0.03444643,Low,2026-07-03 10:42:38.291598+00:00
25,user25@test.com,Test User 25,free,36,1,0,0.03422639,Low,2026-07-08 05:30:41.695446+00:00
39,user39@test.com,Test User 39,free,36,1,0,0.03422639,Low,2026-07-07 05:08:54.255750+00:00
41,user41@test.com,Test User 41,free,36,1,0,0.03422639,Low,2026-06-30 18:47:37.319156+00:00
40,user40@test.com,Test User 40,free,36,1,0,0.03422639,Low,2026-07-08 21:56:23.138743+00:00
26,user26@test.com,Test User 26,free,36,1,0,0.03422639,Low,2026-07-06 20:49:24.291167+00:00
32,user32@test.com,Test User 32,free,36,1,0,0.03422639,Low,2026-07-05 22:16:32.520819+00:00
55,user55@test.com,Test User 55,free,4,1,0,0.032908652,Low,2026-07-10 05:39:03.780699+00:00
4,ravi@test.com,Ravi Menon,premium,16,1,1,0.024680046,Low,2026-07-04 14:33:13.275530+00:00
8,carlos@test.com,Carlos Lima,premium,5,0,1,0.0143707,Low,2026-07-06 14:39:13.275530+00:00
50,user50@test.com,Test User 50,free,4,1,0,0.0124756275,Low,2026-07-11 07:23:40.308003+00:00
30,user30@test.com,Test User 30,free,36,1,0,0.0123198265,Low,2026-07-03 02:16:19.016288+00:00
58,user58@test.com,Test User 58,free,4,1,0,0.011925592,Low,2026-07-14 11:39:07.306421+00:00
45,user45@test.com,Test User 45,free,4,1,0,0.011925592,Low,2026-07-21 01:24:39.671309+00:00
47,user47@test.com,Test User 47,free,4,1,0,0.011925592,Low,2026-07-22 12:21:35.200199+00:00
11,testuser@example.com,Test User,free,7,0,0,0.009241225,Low,2026-07-10 14:25:50.489797+00:00
21,user21@test.com,Test User 21,premium,36,1,1,0.009076082,Low,2026-07-08 03:07:06.096803+00:00
22,user22@test.com,Test User 22,free,36,1,0,0.0062047346,Low,2026-07-10 08:29:00.227739+00:00
34,user34@test.com,Test User 34,free,36,1,0,0.0062047346,Low,2026-07-03 01:11:02.357589+00:00
19,user19@test.com,Test User 19,free,36,1,0,0.005825298,Low,2026-07-17 05:45:38.313844+00:00
33,user33@test.com,Test User 33,free,36,1,0,0.005825298,Low,2026-07-10 12:44:30.408867+00:00
29,user29@test.com,Test User 29,free,36,1,0,0.005825298,Low,2026-07-05 05:56:26.535007+00:00
23,user23@test.com,Test User 23,free,36,1,0,0.005825298,Low,2026-07-08 09:45:20.654420+00:00
24,user24@test.com,Test User 24,free,36,1,0,0.005825298,Low,2026-07-10 20:55:26.267995+00:00
18,user18@test.com,Test User 18,free,36,1,0,0.005825298,Low,2026-07-11 05:28:32.697030+00:00
17,user17@test.com,Test User 17,free,36,1,0,0.005825298,Low,2026-07-09 15:26:27.032626+00:00
37,user37@test.com,Test User 37,free,36,1,0,0.005825298,Low,2026-07-03 07:30:49.763052+00:00
36,user36@test.com,Test User 36,free,36,1,0,0.005825298,Low,2026-07-06 17:51:05.408637+00:00
